"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(124, 110)","(148, 107)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 72)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(111, 82)","(128, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(109, 78)","(110, 102)","(125, 110)","(149, 105)","(147, 80)","(131, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(146, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(108, 101)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(108, 101)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(109, 78)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(127, 107)","(110, 96)"
"(131, 72)","(107, 84)","(107, 99)","(124, 110)","(150, 103)","(149, 83)"
"(133, 26)","(110, 29)","(88, 49)","(113, 68)","(136, 61)","(145, 39)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(127, 107)","(110, 96)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(127, 107)","(110, 96)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(127, 107)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(150, 103)","(145, 79)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(127, 107)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(131, 72)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(127, 107)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(131, 72)"
"(130, 25)","(108, 30)","(89, 50)","(113, 68)","(136, 61)","(145, 40)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(132, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(132, 73)"
"(133, 26)","(108, 30)","(89, 50)","(113, 68)","(135, 62)","(145, 40)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(132, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(132, 73)"
"(133, 26)","(108, 30)","(89, 50)","(113, 68)","(136, 61)","(145, 40)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(145, 79)","(132, 73)"
"(133, 26)","(108, 30)","(89, 50)","(113, 68)","(136, 61)","(145, 40)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(133, 26)","(108, 30)","(89, 50)","(113, 68)","(136, 61)","(145, 40)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(133, 26)","(108, 30)","(89, 50)","(113, 68)","(136, 61)","(145, 40)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(133, 26)","(108, 30)","(89, 50)","(113, 68)","(136, 61)","(145, 39)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(133, 26)","(108, 29)","(89, 50)","(113, 68)","(136, 61)","(145, 39)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(133, 26)","(110, 28)","(89, 50)","(113, 68)","(135, 62)","(145, 39)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(147, 80)","(132, 73)"
"(133, 26)","(108, 29)","(89, 50)","(113, 68)","(135, 62)","(145, 39)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(125, 110)","(149, 105)","(147, 80)","(132, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
"(111, 82)","(127, 76)","(143, 82)","(146, 102)","(122, 105)","(110, 96)"
"(109, 77)","(109, 102)","(124, 110)","(149, 105)","(147, 80)","(132, 73)"
